bc,sample,Celltype,Phase
687322,G13,LMPP,S
45707,G13,LMPP,S
388636,AZD,HSC/MPP,G1
188372,G13,LMPP,S
735135,G13,LMPP,S
69770,AZD,HSC/MPP,G1
110085,G13,MEP1,S
133864,G13,LMPP,S
591410,AZD,CMP,G1
655091,NTC,CMP,G1
346173,G13,CLP,G1
355178,NTC,CMP,G1
615039,G13,LMPP,G1
493789,G13,MEP1,S
298999,G13,MEP1,S
325967,NTC,HSC/MPP,G1
490291,AZD,LMPP,S
397943,NTC,LMPP,S
814349,G13,LMPP,G1
76621,G13,CMP,G1
176804,G13,LMPP,G2M
637090,AZD,LMPP,G1
711188,NTC,CLP,G1
215065,AZD,LMPP,G1
677116,NTC,LMPP,S
719735,G13,LMPP,G1
231318,NTC,LMPP,G1
328451,NTC,LMPP,G2M
503732,AZD,CMP,G1
105130,NTC,LMPP,G2M
190424,AZD,GMP1,S
789210,AZD,LMPP,S
128469,AZD,LMPP,G1
19720,AZD,HSC/MPP,G1
209723,AZD,GMP1,G1
307722,G13,LMPP,G2M
571987,G13,LMPP,S
728128,NTC,LMPP,G2M
616986,G13,LMPP,G1
701124,NTC,CLP,G1
802561,G13,LMPP,G1
642632,AZD,LMPP,G1
38485,AZD,LMPP,G1
190265,G13,LMPP,G1
342730,NTC,LMPP,S
436315,G13,HSC/MPP,S
709031,AZD,CLP,G1
275185,AZD,CMP,G1
124699,G13,LMPP,G1
280000,NTC,CMP,G2M
420500,AZD,LMPP,S
713452,AZD,LMPP,G1
323453,NTC,LMPP,S
374350,NTC,LMPP,G2M
667507,G13,LMPP,S
607898,NTC,CMP,G1
703916,AZD,LMPP,G1
874290,G13,LMPP,G1
470804,NTC,HSC/MPP,G1
812072,AZD,HSC/MPP,G1
195050,G13,LMPP,S
431978,G13,CMP,G1
528282,AZD,HSC/MPP,G1
817634,G13,CMP,G1
357756,AZD,HSC/MPP,G1
345340,G13,LMPP,G1
360858,AZD,MEP1,S
760329,G13,LMPP,S
285483,NTC,LMPP,S
402166,NTC,LMPP,S
71298,NTC,MEP1,S
84895,G13,CLP,G1
736221,G13,LMPP,G1
203523,NTC,HSC/MPP,G1
101695,NTC,CLP,G1
374719,G13,HSC/MPP,G1
209826,AZD,LMPP,S
42312,G13,CLP,G1
641701,NTC,LMPP,G1
783187,G13,LMPP,G1
562421,G13,CLP,G1
60998,NTC,CLP,G1
147365,NTC,HSC/MPP,G1
263997,AZD,LMPP,S
133226,NTC,LMPP,G2M
528170,G13,LMPP,G1
544113,NTC,LMPP,S
682502,G13,CMP,G1
244855,G13,LMPP,S
807457,G13,LMPP,G1
854837,G13,MEP1,S
149086,NTC,LMPP,S
29250,G13,LMPP,S
348420,AZD,LMPP,S
758931,NTC,LMPP,S
214669,NTC,LMPP,S
790512,AZD,LMPP,S
129436,AZD,LMPP,S
445133,NTC,CMP,G1
816207,NTC,LMPP,S
43608,AZD,MEP1,S
144894,G13,LMPP,S
514575,NTC,LMPP,G1
715445,NTC,LMPP,S
748992,AZD,CMP,S
73165,NTC,LMPP,G2M
214172,AZD,LMPP,G2M
385390,AZD,LMPP,S
394112,G13,CLP,G1
492429,AZD,LMPP,G1
73218,AZD,HSC/MPP,S
326289,AZD,CMP,G1
202396,AZD,CMP,G1
413898,G13,MEP1,S
876592,NTC,HSC/MPP,G1
566144,G13,CMP,G1
745046,G13,LMPP,S
414729,AZD,CMP,G1
202763,AZD,CLP,G1
470745,AZD,LMPP,S
660263,AZD,CMP,G1
38065,AZD,LMPP,S
171914,AZD,LMPP,S
566388,G13,LMPP,G1
750034,G13,LMPP,G2M
635137,G13,LMPP,G1
157217,AZD,HSC/MPP,G1
15865,AZD,LMPP,S
128777,G13,MEP1,S
788481,NTC,LMPP,G2M
836137,NTC,LMPP,S
838149,G13,LMPP,G1
766379,AZD,LMPP,S
754211,G13,LMPP,S
872174,G13,LMPP,S
876210,NTC,LMPP,S
471588,AZD,GMP1,G1
701181,NTC,LMPP,S
725617,AZD,LMPP,S
854842,G13,CMP,G1
614921,NTC,CMP,G1
796838,G13,CMP,G2M
765173,AZD,LMPP,G1
878985,NTC,LMPP,G1
800364,AZD,LMPP,G1
337337,AZD,LMPP,S
24321,AZD,LMPP,G2M
308128,G13,LMPP,S
598498,G13,LMPP,S
867997,G13,LMPP,S
123884,AZD,LMPP,G1
612955,NTC,HSC/MPP,G1
370862,G13,LMPP,G1
158394,G13,LMPP,G2M
260425,NTC,LMPP,S
467081,G13,LMPP,S
503699,AZD,LMPP,G2M
524341,G13,CMP,G1
255580,AZD,CMP,G1
663366,G13,CMP,G1
713306,G13,LMPP,G1
83445,NTC,LMPP,S
290727,G13,LMPP,G1
516154,NTC,LMPP,S
20027,AZD,CMP,G1
55716,NTC,LMPP,G2M
388568,NTC,CMP,G2M
864808,AZD,LMPP,S
264950,AZD,LMPP,G1
428467,AZD,CLP,G1
210083,AZD,LMPP,G1
33897,NTC,LMPP,S
144225,AZD,CLP,S
510991,AZD,LMPP,G1
762673,AZD,LMPP,G2M
597182,G13,LMPP,S
600288,AZD,CLP,G1
672242,NTC,LMPP,G2M
844426,G13,LMPP,G1
83364,AZD,LMPP,S
768182,NTC,LMPP,G1
303668,G13,LMPP,G2M
588776,G13,LMPP,S
616144,AZD,LMPP,G1
758433,NTC,LMPP,S
138837,G13,CMP,G1
286132,NTC,LMPP,G1
248474,NTC,LMPP,S
731592,G13,LMPP,G1
310270,AZD,HSC/MPP,G1
597559,AZD,MEP1,G1
793594,NTC,LMPP,S
96319,NTC,LMPP,S
259494,NTC,LMPP,G2M
55542,NTC,LMPP,S
576967,AZD,LMPP,S
628772,G13,LMPP,S
790316,NTC,CLP,G1
448602,G13,LMPP,S
486473,NTC,CLP,G1
427100,NTC,LMPP,S
599972,NTC,MEP1,S
104137,AZD,CMP,G1
138438,G13,CLP,G1
678634,NTC,LMPP,G1
116872,G13,LMPP,G1
343726,NTC,LMPP,S
409427,AZD,LMPP,G1
759592,NTC,CMP,S
358495,NTC,GMP1,G1
44066,AZD,MEP1,G2M
288406,G13,LMPP,G1
514753,AZD,HSC/MPP,G1
727784,G13,CMP,G1
44486,NTC,LMPP,G1
345937,G13,CLP,G1
478655,G13,LMPP,S
670480,G13,LMPP,G2M
822313,G13,LMPP,G1
34104,G13,LMPP,S
539883,AZD,CMP,G1
612309,G13,LMPP,S
834610,AZD,MEP1,S
244306,NTC,LMPP,S
280908,NTC,LMPP,S
689290,AZD,LMPP,G1
856079,NTC,MEP1,S
270605,NTC,LMPP,G1
841013,AZD,CLP,G1
521461,AZD,LMPP,G2M
639058,NTC,MEP1,S
133635,G13,LMPP,G2M
255910,AZD,CMP,G1
527890,NTC,LMPP,S
611151,G13,CLP,G1
757367,AZD,LMPP,S
91538,G13,HSC/MPP,G1
190330,NTC,LMPP,G2M
601269,NTC,CMP,G1
30722,G13,CMP,G1
118045,G13,LMPP,S
259030,G13,HSC/MPP,G1
735101,G13,LMPP,G1
805958,G13,LMPP,S
835867,G13,LMPP,S
578772,NTC,LMPP,G1
452787,AZD,CLP,G1
676435,NTC,LMPP,S
753615,NTC,LMPP,S
221667,AZD,HSC/MPP,G1
618781,G13,LMPP,G1
260037,NTC,LMPP,G2M
573832,G13,LMPP,G1
852208,G13,LMPP,S
312283,AZD,LMPP,G1
4553,NTC,CMP,G1
213529,NTC,CMP,G1
526183,AZD,LMPP,S
320864,AZD,CMP,G1
365291,G13,LMPP,G1
850567,NTC,LMPP,S
177143,G13,LMPP,G2M
811502,AZD,LMPP,S
387657,AZD,CMP,G1
255225,G13,LMPP,S
442343,NTC,HSC/MPP,G1
867418,G13,LMPP,S
512131,AZD,CLP,G1
158776,AZD,CLP,G1
824839,NTC,LMPP,S
872939,AZD,LMPP,S
494301,NTC,LMPP,S
547729,G13,LMPP,G2M
287339,NTC,LMPP,S
57122,AZD,LMPP,S
193286,AZD,CMP,G1
758532,NTC,CMP,G1
348763,G13,LMPP,G1
655421,NTC,HSC/MPP,G1
634763,AZD,LMPP,S
779656,AZD,LMPP,G1
793339,NTC,LMPP,S
160845,NTC,CMP,G1
449981,NTC,HSC/MPP,G1
877650,G13,LMPP,G1
369042,G13,LMPP,G1
305107,AZD,HSC/MPP,G1
337388,NTC,LMPP,S
366912,G13,LMPP,G1
458840,NTC,LMPP,G2M
797103,NTC,CMP,G1
33545,NTC,LMPP,S
455980,NTC,CLP,G1
669807,AZD,LMPP,S
749817,NTC,LMPP,G2M
88053,AZD,CMP,G1
565175,NTC,LMPP,G2M
416614,AZD,CMP,G1
594076,G13,LMPP,S
875360,G13,CMP,G1
242728,AZD,CMP,G1
846714,AZD,CLP,G1
222019,G13,LMPP,S
111801,G13,LMPP,G2M
231481,NTC,CMP,G1
578950,G13,HSC/MPP,G1
429602,AZD,HSC/MPP,G1
670436,AZD,LMPP,G1
130481,AZD,MEP1,S
177326,NTC,LMPP,S
575801,G13,MEP1,S
221663,G13,HSC/MPP,G1
457096,NTC,HSC/MPP,G1
604440,NTC,LMPP,G1
714986,AZD,HSC/MPP,G1
571687,AZD,CMP,G1
600177,NTC,LMPP,S
196771,G13,LMPP,G2M
297989,AZD,LMPP,S
372043,AZD,LMPP,S
453812,AZD,CMP,S
439964,AZD,LMPP,G1
472707,AZD,CMP,G1
190010,AZD,LMPP,G1
296749,G13,LMPP,S
494220,G13,CMP,G2M
214477,G13,LMPP,G2M
605391,G13,LMPP,S
866755,AZD,LMPP,G1
804019,NTC,LMPP,S
274231,G13,LMPP,S
79774,G13,CLP,G1
133201,NTC,LMPP,S
320361,NTC,LMPP,S
508088,AZD,CMP,G1
658825,AZD,CMP,G1
828202,NTC,LMPP,G1
712316,NTC,LMPP,S
661244,AZD,CLP,G1
187186,G13,MEP1,S
329938,NTC,LMPP,S
445501,AZD,LMPP,S
675212,AZD,LMPP,G1
63725,NTC,LMPP,S
868317,G13,LMPP,G2M
841749,G13,LMPP,G1
176923,AZD,LMPP,S
185196,NTC,CLP,G1
304859,AZD,HSC/MPP,G1
685466,G13,LMPP,G1
744530,NTC,LMPP,S
318108,NTC,LMPP,S
123864,G13,CMP,G1
550302,NTC,LMPP,G2M
334972,G13,MEP1,G2M
758915,G13,MEP1,S
821110,AZD,HSC/MPP,G1
499034,G13,HSC/MPP,G1
594033,G13,LMPP,G1
630101,AZD,CLP,S
1375,AZD,CMP,G1
117636,G13,LMPP,G1
430329,G13,LMPP,S
531402,G13,LMPP,G1
399531,NTC,LMPP,S
729981,NTC,CMP,G1
477904,G13,CMP,G1
689761,AZD,LMPP,S
21282,G13,LMPP,S
172595,G13,LMPP,G2M
229344,NTC,GMP1,G1
431284,AZD,HSC/MPP,G1
497023,NTC,LMPP,S
474562,NTC,GMP1,G1
413831,AZD,CLP,G1
588811,AZD,CLP,G1
473113,G13,CLP,G1
391074,G13,LMPP,G1
813930,NTC,CMP,G1
828931,AZD,LMPP,G1
278880,G13,LMPP,G1
688657,AZD,LMPP,S
128291,AZD,LMPP,G2M
291299,G13,LMPP,S
308839,AZD,CMP,G1
767506,G13,LMPP,S
152768,AZD,LMPP,G1
9084,AZD,CMP,S
151079,G13,LMPP,S
253007,AZD,LMPP,S
722410,NTC,CMP,G2M
80225,AZD,HSC/MPP,G1
708157,G13,LMPP,G1
321483,AZD,LMPP,S
579518,G13,CMP,G1
22031,AZD,CLP,S
358820,AZD,CLP,G1
434382,AZD,CLP,G1
710016,G13,LMPP,G1
23751,G13,LMPP,S
867717,AZD,LMPP,G1
43833,AZD,LMPP,G1
551352,NTC,HSC/MPP,G1
861985,G13,LMPP,S
555228,AZD,LMPP,G1
644856,AZD,LMPP,S
879074,AZD,LMPP,S
49740,NTC,CMP,G1
487015,AZD,HSC/MPP,G1
751188,NTC,CMP,G1
335027,G13,LMPP,S
584628,G13,LMPP,S
705863,AZD,GMP1,G1
485031,AZD,LMPP,G2M
668577,NTC,LMPP,S
809145,G13,LMPP,S
266180,G13,LMPP,G2M
560741,G13,LMPP,G1
773782,NTC,LMPP,G1
48914,AZD,LMPP,G1
409890,NTC,LMPP,S
641220,G13,LMPP,G2M
327863,G13,LMPP,S
162893,AZD,CMP,G1
692415,AZD,CMP,G1
723099,G13,LMPP,G1
40001,AZD,LMPP,S
308764,AZD,LMPP,S
388314,NTC,LMPP,G1
495234,G13,LMPP,G1
544690,AZD,HSC/MPP,G1
867305,NTC,LMPP,G1
4081,G13,LMPP,S
259688,AZD,LMPP,S
475022,AZD,CLP,G1
510923,AZD,CMP,G1
873481,AZD,LMPP,S
721044,NTC,CMP,G1
310285,NTC,LMPP,G1
755638,G13,HSC/MPP,G1
323705,AZD,LMPP,G1
185710,AZD,LMPP,G1
290070,AZD,LMPP,S
337016,NTC,LMPP,S
408020,G13,CMP,S
599810,AZD,LMPP,S
690128,NTC,LMPP,G1
785597,NTC,LMPP,G1
88215,G13,LMPP,S
125117,G13,LMPP,G1
555358,G13,CMP,G1
724276,AZD,CMP,G1
418982,AZD,MEP1,S
689111,G13,LMPP,S
819386,AZD,LMPP,S
297436,G13,LMPP,G1
673108,G13,LMPP,G1
208405,AZD,HSC/MPP,G1
9578,NTC,LMPP,S
296883,NTC,LMPP,S
393630,NTC,LMPP,G1
757130,NTC,LMPP,S
704416,AZD,LMPP,G1
748406,G13,LMPP,G2M
217178,AZD,HSC/MPP,G1
223561,G13,CLP,G1
92310,AZD,LMPP,G1
227365,AZD,CMP,S
674526,G13,LMPP,G2M
425029,NTC,LMPP,S
575754,AZD,GMP1,G1
581363,NTC,CMP,G1
406125,G13,LMPP,S
882582,AZD,CLP,G1
257863,NTC,MEP1,G1
128877,NTC,LMPP,S
637460,G13,LMPP,G2M
217220,G13,MEP1,S
593319,AZD,HSC/MPP,G1
677691,G13,LMPP,G1
108411,AZD,CLP,G1
147382,NTC,CMP,G1
589836,AZD,LMPP,S
491719,NTC,CMP,G2M
296497,NTC,LMPP,S
226333,G13,LMPP,S
473265,G13,CMP,G1
675290,AZD,LMPP,S
15638,NTC,LMPP,S
421932,G13,LMPP,S
520514,G13,CMP,G1
702852,AZD,LMPP,S
89489,AZD,CLP,G1
97449,G13,LMPP,G2M
706657,NTC,LMPP,G1
708214,G13,LMPP,G1
858612,NTC,MEP1,S
8624,AZD,LMPP,G1
251941,NTC,HSC/MPP,G1
791170,G13,LMPP,G1
830659,NTC,LMPP,S
842019,AZD,LMPP,G1
383506,AZD,LMPP,S
401172,NTC,LMPP,G2M
418430,NTC,LMPP,G2M
583125,AZD,CMP,G1
715556,NTC,LMPP,G1
500927,AZD,LMPP,S
678810,G13,CMP,G1
695441,NTC,LMPP,S
769982,AZD,LMPP,G1
159114,AZD,HSC/MPP,G1
298367,G13,CMP,S
553427,NTC,HSC/MPP,G1
592651,NTC,LMPP,G1
467142,AZD,CMP,G1
500106,NTC,CMP,G1
839912,G13,HSC/MPP,G1
857370,AZD,LMPP,G1
126038,G13,MEP1,S
573951,G13,CMP,G1
314978,AZD,GMP1,G1
580742,NTC,LMPP,S
714992,G13,LMPP,G1
765785,NTC,LMPP,S
836494,NTC,LMPP,G1
782423,AZD,LMPP,G1
477290,G13,LMPP,S
133057,G13,LMPP,G2M
293912,AZD,HSC/MPP,G1
709496,NTC,LMPP,S
805402,G13,LMPP,G1
190955,G13,CMP,G1
278536,AZD,LMPP,S
329911,G13,LMPP,G1
724777,G13,LMPP,G1
721138,AZD,LMPP,S
80764,G13,CMP,G1
255262,G13,LMPP,G1
480549,NTC,LMPP,G1
482315,G13,LMPP,S
861503,AZD,CLP,G1
292038,NTC,LMPP,S
619425,G13,HSC/MPP,G1
308752,G13,CMP,G1
315343,AZD,CLP,G1
432061,NTC,CLP,G1
463916,AZD,CMP,G2M
883266,AZD,CMP,G1
696806,NTC,LMPP,G1
816202,G13,LMPP,S
498735,AZD,CLP,G1
19168,G13,LMPP,G1
124237,AZD,CLP,G1
568402,NTC,LMPP,G2M
632945,G13,LMPP,S
366357,G13,LMPP,G1
492954,NTC,LMPP,G2M
615803,NTC,LMPP,G1
60383,AZD,LMPP,G1
337449,NTC,LMPP,S
654280,NTC,LMPP,G1
676082,AZD,MEP1,S
148250,G13,HSC/MPP,G1
876982,NTC,LMPP,G1
269622,G13,HSC/MPP,G1
323546,NTC,LMPP,S
864037,G13,CLP,G1
327466,G13,LMPP,S
478277,NTC,CMP,S
870221,NTC,LMPP,S
343030,NTC,LMPP,S
754149,G13,LMPP,S
878889,NTC,MEP1,S
352658,AZD,HSC/MPP,G1
480103,NTC,CMP,G1
665265,G13,LMPP,G2M
378279,AZD,GMP1,G1
20117,G13,LMPP,S
138449,G13,CLP,G1
812935,AZD,LMPP,S
416952,G13,MEP1,G1
151809,AZD,LMPP,S
668888,G13,LMPP,S
163090,G13,LMPP,G1
387317,NTC,MEP1,G1
775992,NTC,LMPP,G1
101760,AZD,HSC/MPP,G1
380745,NTC,LMPP,G1
371386,G13,MEP1,S
286228,G13,LMPP,G1
415948,NTC,CLP,G1
638323,G13,LMPP,S
791429,NTC,LMPP,S
127696,NTC,LMPP,G1
671357,AZD,LMPP,S
649824,NTC,LMPP,S
295360,NTC,LMPP,S
267202,G13,LMPP,S
64736,AZD,HSC/MPP,G1
281184,G13,CLP,G1
804459,AZD,MEP1,S
707812,NTC,CMP,S
801503,NTC,LMPP,S
23013,AZD,LMPP,S
307175,G13,CMP,G1
464461,NTC,LMPP,S
487945,AZD,LMPP,G1
66445,G13,LMPP,G2M
496949,G13,LMPP,S
179919,NTC,LMPP,G1
301200,AZD,LMPP,S
466479,AZD,CMP,G1
779943,G13,CLP,G1
49751,NTC,GMP1,G1
715919,G13,LMPP,G1
557574,AZD,CLP,G1
430069,NTC,CMP,G1
600219,AZD,CLP,G1
216024,NTC,LMPP,G1
534642,NTC,HSC/MPP,G1
104647,AZD,LMPP,S
637765,G13,MEP1,S
826722,NTC,LMPP,G2M
512581,G13,LMPP,S
629973,AZD,LMPP,S
425452,AZD,CMP,G1
437407,AZD,LMPP,S
786885,G13,LMPP,S
218440,AZD,LMPP,G1
658981,AZD,HSC/MPP,G1
700054,AZD,LMPP,S
305515,AZD,LMPP,S
187333,NTC,LMPP,S
332710,AZD,LMPP,S
488506,G13,CLP,G1
277129,NTC,LMPP,S
494531,G13,HSC/MPP,G1
604043,AZD,CMP,G1
364908,AZD,HSC/MPP,G1
402443,AZD,CMP,G1
420294,NTC,CLP,G1
799665,NTC,LMPP,G1
846100,G13,CMP,G1
496973,AZD,LMPP,S
540196,AZD,CMP,G1
164677,NTC,LMPP,G1
780104,AZD,LMPP,G1
851706,AZD,GMP1,G1
568795,G13,LMPP,G2M
77985,AZD,LMPP,S
548367,NTC,LMPP,S
320478,AZD,LMPP,G2M
23237,G13,LMPP,G1
111372,AZD,LMPP,S
850191,AZD,LMPP,G1
260806,NTC,LMPP,S
294812,AZD,LMPP,G2M
486622,AZD,CMP,S
602977,G13,LMPP,G1
230514,AZD,LMPP,S
880158,AZD,LMPP,S
518611,NTC,CLP,G1
858840,G13,LMPP,G1
280336,AZD,LMPP,G2M
551446,AZD,LMPP,S
827257,G13,LMPP,S
182956,G13,LMPP,G2M
684593,G13,LMPP,G1
819791,NTC,LMPP,S
125404,NTC,LMPP,G1
653577,G13,HSC/MPP,G1
868463,NTC,LMPP,S
671467,G13,LMPP,G1
788276,AZD,MEP1,S
116015,AZD,LMPP,S
126337,G13,LMPP,G2M
410083,AZD,CMP,G1
427586,NTC,LMPP,S
137924,NTC,LMPP,G1
257876,G13,LMPP,G1
689556,AZD,HSC/MPP,G1
768355,NTC,CMP,G1
206884,AZD,CMP,G1
264813,NTC,LMPP,G1
866886,NTC,CMP,G1
331810,NTC,LMPP,S
770180,G13,LMPP,S
671579,G13,LMPP,S
268319,G13,LMPP,S
707802,G13,HSC/MPP,G1
586553,G13,LMPP,G1
49666,G13,GMP1,G1
59847,G13,LMPP,G2M
678217,NTC,LMPP,S
877152,NTC,LMPP,G1
37787,NTC,CMP,G2M
86445,AZD,CMP,G1
118751,G13,LMPP,S
115509,AZD,HSC/MPP,G1
214436,NTC,LMPP,G1
709439,NTC,LMPP,G1
239442,G13,LMPP,G1
17577,AZD,CLP,G1
376627,G13,CMP,G1
659271,G13,LMPP,S
37602,AZD,LMPP,G1
487245,AZD,CMP,G1
510839,NTC,LMPP,G1
255067,G13,CMP,G1
206874,G13,CMP,G1
284539,NTC,HSC/MPP,G1
374432,AZD,LMPP,S
863304,AZD,LMPP,G1
201416,NTC,LMPP,S
263551,AZD,LMPP,G2M
847644,G13,LMPP,G2M
308484,G13,GMP1,S
503752,G13,CMP,G1
786304,G13,LMPP,G1
838426,NTC,LMPP,G2M
466880,G13,MEP1,S
642108,G13,LMPP,G1
205160,NTC,LMPP,S
290177,AZD,LMPP,S
328944,NTC,MEP1,S
671597,NTC,LMPP,S
756998,AZD,LMPP,S
153665,AZD,LMPP,G1
787114,G13,LMPP,S
142905,AZD,CLP,G1
153379,NTC,CMP,G1
768813,NTC,LMPP,S
818877,NTC,LMPP,S
219666,G13,LMPP,S
243113,NTC,LMPP,G2M
316249,G13,CLP,G1
431484,G13,CLP,G1
408227,AZD,LMPP,G2M
699009,NTC,CMP,G1
655494,G13,CMP,G1
230741,G13,LMPP,G1
645561,AZD,LMPP,G1
4301,G13,LMPP,G1
576574,AZD,LMPP,G1
715485,NTC,LMPP,G1
484963,G13,MEP1,S
63904,AZD,LMPP,G1
248351,NTC,LMPP,G1
474675,AZD,LMPP,G1
158409,NTC,LMPP,G1
243511,G13,LMPP,G1
79561,AZD,HSC/MPP,G1
72403,NTC,LMPP,G1
637840,G13,LMPP,G1
228224,AZD,GMP1,G1
597191,NTC,LMPP,S
517659,AZD,LMPP,G1
313694,AZD,HSC/MPP,G1
460992,AZD,CMP,G1
748953,NTC,LMPP,S
114900,NTC,LMPP,S
134877,AZD,LMPP,G2M
636792,AZD,LMPP,S
600306,G13,LMPP,G1
673241,AZD,LMPP,S
54192,NTC,LMPP,S
251641,AZD,LMPP,G1
166569,AZD,LMPP,G1
459051,AZD,CLP,G1
498728,NTC,CMP,G1
425219,G13,CMP,G1
853196,AZD,LMPP,G1
31402,G13,LMPP,S
194554,G13,HSC/MPP,G1
267192,AZD,LMPP,G1
230756,NTC,CMP,G1
272980,NTC,LMPP,G1
51039,AZD,CMP,G1
866710,G13,LMPP,S
159236,G13,CMP,G1
234158,AZD,HSC/MPP,G1
290726,G13,LMPP,G2M
284428,NTC,LMPP,S
110767,AZD,LMPP,S
820645,G13,LMPP,S
289575,AZD,LMPP,S
873025,G13,CMP,G1
874135,G13,LMPP,G2M
33517,AZD,LMPP,G1
256203,G13,LMPP,S
511905,NTC,CMP,G1
766248,AZD,LMPP,S
448178,G13,HSC/MPP,G1
450650,AZD,GMP1,G1
274571,G13,HSC/MPP,G1
318823,AZD,CMP,G1
461226,AZD,CLP,G1
1700,AZD,CMP,G1
381256,AZD,LMPP,G2M
484257,NTC,LMPP,S
417816,AZD,LMPP,G1
324446,G13,CLP,G1
837930,AZD,LMPP,S
77028,AZD,LMPP,S
359321,AZD,HSC/MPP,G1
784797,NTC,LMPP,S
204404,G13,LMPP,S
161657,G13,CLP,G1
531121,G13,CMP,G1
251645,G13,LMPP,S
98589,NTC,LMPP,G2M
841219,G13,LMPP,G1
611225,AZD,CMP,G1
140055,AZD,CMP,G1
152588,NTC,LMPP,S
860383,G13,CMP,G1
227372,G13,HSC/MPP,G1
560530,G13,LMPP,G1
676626,AZD,HSC/MPP,G1
778935,AZD,GMP1,G1
261590,AZD,LMPP,G2M
675776,AZD,LMPP,G2M
853702,G13,CMP,G1
616834,AZD,CLP,G1
166196,NTC,LMPP,S
595092,AZD,HSC/MPP,G1
594611,NTC,LMPP,S
604886,G13,MEP1,S
659235,G13,LMPP,S
201064,AZD,LMPP,S
369311,NTC,LMPP,S
828688,NTC,LMPP,G2M
837279,AZD,LMPP,S
869182,AZD,LMPP,G1
235803,G13,CMP,G1
70943,AZD,CMP,G1
813921,AZD,MEP1,S
220453,AZD,HSC/MPP,G1
104131,G13,CLP,G1
15629,AZD,LMPP,S
418300,NTC,LMPP,G1
780030,G13,LMPP,S
103849,G13,LMPP,S
248260,NTC,LMPP,G1
681314,NTC,LMPP,G1
855600,G13,LMPP,G2M
78006,AZD,LMPP,S
124890,AZD,LMPP,S
294345,NTC,MEP1,S
90503,NTC,CLP,G1
878603,NTC,CMP,G1
230942,NTC,LMPP,S
261093,NTC,LMPP,S
403818,G13,LMPP,S
31443,AZD,LMPP,G1
447436,NTC,MEP1,S
642371,AZD,LMPP,G2M
847125,AZD,LMPP,G1
170435,AZD,CMP,G1
716911,NTC,LMPP,S
345757,AZD,HSC/MPP,G1
498558,AZD,CLP,G1
601132,G13,MEP1,S
263825,G13,CMP,G1
274759,AZD,CLP,S
558524,AZD,CMP,G1
502752,AZD,LMPP,S
495761,G13,LMPP,S
670540,NTC,LMPP,G2M
773086,AZD,LMPP,G1
42367,NTC,LMPP,S
287785,NTC,LMPP,S
64979,AZD,CLP,G2M
111886,NTC,LMPP,G1
159060,G13,LMPP,S
729035,AZD,LMPP,S
126813,G13,HSC/MPP,G1
395327,AZD,HSC/MPP,G1
777851,G13,CLP,G1
668639,G13,LMPP,S
636847,AZD,LMPP,S
711467,AZD,CMP,G1
293288,AZD,LMPP,G1
451049,NTC,CMP,G1
177529,NTC,LMPP,G2M
767674,NTC,LMPP,S
16972,NTC,LMPP,G1
79606,NTC,LMPP,S
288980,NTC,LMPP,S
851295,G13,LMPP,S
80471,AZD,CMP,G1
304485,AZD,LMPP,G1
250190,AZD,CMP,G1
591536,AZD,HSC/MPP,G1
676868,G13,CMP,G1
19530,NTC,GMP1,G1
126796,AZD,CMP,S
200733,NTC,LMPP,G1
235991,G13,LMPP,G1
737740,NTC,CMP,G1
860301,G13,LMPP,S
436769,NTC,LMPP,S
369009,AZD,GMP1,G1
88159,NTC,GMP1,G1
667251,G13,LMPP,S
682932,NTC,LMPP,G1
808033,AZD,LMPP,G1
157324,AZD,LMPP,G1
558441,NTC,CMP,G1
759958,NTC,CLP,G1
517234,AZD,HSC/MPP,G1
164377,AZD,LMPP,G1
301139,G13,CMP,G1
681424,NTC,HSC/MPP,G1
740944,G13,LMPP,S
241279,NTC,LMPP,S
753513,G13,LMPP,G1
561565,G13,LMPP,S
97025,NTC,LMPP,S
166544,G13,CMP,G1
474399,G13,CMP,G1
695573,G13,HSC/MPP,G1
859442,AZD,CMP,G1
269195,G13,CLP,G1
155807,AZD,LMPP,S
14522,AZD,CLP,G1
836036,G13,CLP,G1
750549,AZD,CLP,G1
851379,G13,LMPP,S
157891,G13,LMPP,G2M
161711,AZD,CLP,G1
328302,NTC,LMPP,S
383892,AZD,LMPP,G1
862801,G13,LMPP,G2M
423595,AZD,CMP,G1
616888,AZD,HSC/MPP,G1
804392,G13,LMPP,S
479660,NTC,LMPP,G2M
117698,AZD,CLP,G1
333461,G13,LMPP,S
688378,G13,LMPP,S
723583,NTC,LMPP,G2M
139971,G13,LMPP,S
94244,AZD,LMPP,G1
238766,AZD,LMPP,S
549572,AZD,HSC/MPP,G1
689334,AZD,LMPP,S
175175,AZD,LMPP,S
36353,AZD,LMPP,G2M
872474,NTC,LMPP,G1
395916,G13,CMP,G1
575240,NTC,LMPP,G1
876884,G13,LMPP,G2M
520738,AZD,HSC/MPP,G1
769110,G13,CMP,G1
193280,AZD,LMPP,G1
425131,NTC,CLP,G1
731416,AZD,MEP1,S
27755,G13,HSC/MPP,G1
254656,G13,HSC/MPP,G1
422406,AZD,LMPP,S
430690,NTC,LMPP,S
733186,AZD,CLP,G1
716843,G13,LMPP,S
406087,NTC,LMPP,S
409718,NTC,LMPP,S
255085,G13,LMPP,S
526344,AZD,LMPP,S
812062,NTC,LMPP,S
