bc,sample,Celltype,Phase
326178,G13,LMPP,G2M
365738,AZD,LMPP,G1
430020,NTC,LMPP,G2M
532863,NTC,LMPP,S
852661,G13,LMPP,S
374652,G13,LMPP,S
162995,AZD,CLP,G1
849308,NTC,LMPP,G2M
746742,NTC,LMPP,S
51349,G13,CMP,G2M
126972,NTC,LMPP,G2M
565786,NTC,LMPP,S
120058,G13,LMPP,G1
122319,AZD,LMPP,G2M
361161,G13,LMPP,S
452389,G13,HSC/MPP,G1
112319,AZD,LMPP,G1
153249,NTC,LMPP,G1
839282,AZD,LMPP,S
452785,AZD,HSC/MPP,G1
467439,NTC,MEP1,S
483444,AZD,LMPP,S
545308,NTC,LMPP,G1
471155,G13,LMPP,G1
19613,G13,LMPP,S
145052,AZD,CMP,G1
570687,G13,LMPP,G1
321594,NTC,LMPP,S
776360,G13,LMPP,S
678779,AZD,LMPP,G1
792864,NTC,LMPP,G1
828129,NTC,LMPP,G2M
29168,AZD,HSC/MPP,G1
367967,AZD,LMPP,S
502469,AZD,CMP,G1
749400,AZD,CMP,G1
95699,NTC,LMPP,G1
298741,AZD,HSC/MPP,G1
407618,AZD,CMP,G1
756651,AZD,CMP,G1
364951,AZD,LMPP,S
219689,NTC,LMPP,S
258431,AZD,CMP,G1
424036,AZD,CMP,G1
172772,AZD,LMPP,S
620585,AZD,CLP,G1
52636,NTC,LMPP,S
444728,AZD,LMPP,S
638445,NTC,LMPP,G1
658676,G13,MEP1,S
440774,NTC,LMPP,S
597643,AZD,LMPP,S
745309,AZD,LMPP,S
37979,NTC,LMPP,G1
138524,NTC,HSC/MPP,G1
375505,NTC,CMP,S
610448,AZD,HSC/MPP,G1
78363,G13,CMP,G1
759509,G13,LMPP,G1
326878,NTC,LMPP,S
446994,G13,LMPP,G1
570106,AZD,LMPP,G2M
847989,NTC,MEP1,S
55827,G13,CMP,G1
259153,AZD,HSC/MPP,S
836030,NTC,LMPP,G2M
377675,G13,LMPP,S
364397,AZD,LMPP,S
202659,AZD,CMP,G1
721748,NTC,LMPP,S
68171,AZD,LMPP,G1
715533,G13,LMPP,G1
106305,AZD,HSC/MPP,G1
599248,NTC,CLP,G1
180957,NTC,LMPP,S
714845,NTC,LMPP,G1
844,NTC,HSC/MPP,G1
400190,G13,LMPP,S
52118,G13,LMPP,S
430076,AZD,LMPP,G1
312728,G13,HSC/MPP,G1
713969,G13,LMPP,S
735403,NTC,LMPP,S
830398,AZD,LMPP,S
52230,NTC,LMPP,S
277407,AZD,HSC/MPP,S
529258,G13,CMP,G2M
34322,AZD,LMPP,G1
605127,AZD,LMPP,G1
689646,NTC,LMPP,S
229855,AZD,LMPP,S
63712,G13,LMPP,G1
624398,NTC,GMP1,G1
400291,G13,LMPP,S
449838,AZD,CLP,G1
694485,NTC,LMPP,S
80003,AZD,LMPP,S
262398,NTC,CMP,G1
793600,NTC,LMPP,S
250085,G13,CLP,G1
408675,G13,HSC/MPP,G1
594291,G13,MEP1,S
874504,AZD,LMPP,S
390353,NTC,CMP,S
715949,NTC,LMPP,S
107237,NTC,LMPP,G1
137230,AZD,LMPP,S
292603,AZD,MEP1,S
480162,G13,CMP,G1
554553,NTC,CMP,G1
829201,AZD,LMPP,S
4688,AZD,LMPP,G1
280720,AZD,CMP,S
516754,AZD,LMPP,S
39005,NTC,HSC/MPP,G1
40478,NTC,LMPP,G2M
147950,G13,LMPP,S
151127,G13,LMPP,G1
105482,G13,LMPP,G1
368296,NTC,LMPP,G1
379281,NTC,LMPP,G1
308390,G13,LMPP,G1
718657,AZD,MEP1,S
719360,AZD,LMPP,G1
862453,AZD,HSC/MPP,G1
883324,AZD,LMPP,S
611012,AZD,CLP,G1
772351,G13,LMPP,S
793734,NTC,LMPP,S
360203,NTC,LMPP,S
392018,NTC,CLP,G1
484501,NTC,LMPP,G2M
485430,NTC,LMPP,G1
728516,G13,LMPP,G1
396143,G13,HSC/MPP,G1
522546,G13,CMP,G1
539870,G13,CMP,G1
379165,AZD,CMP,G1
643669,NTC,LMPP,S
836721,G13,LMPP,S
716693,NTC,LMPP,S
769137,G13,LMPP,S
739389,AZD,GMP1,G1
782236,NTC,CMP,G1
760009,G13,LMPP,G1
789474,G13,LMPP,G1
652434,AZD,LMPP,S
705660,NTC,LMPP,S
475512,G13,LMPP,S
875862,NTC,LMPP,S
435729,AZD,LMPP,G2M
511779,NTC,HSC/MPP,G1
562841,AZD,CMP,G1
314638,G13,LMPP,S
321563,G13,LMPP,S
394911,NTC,LMPP,S
36933,G13,LMPP,G1
131605,NTC,MEP1,S
603743,NTC,LMPP,G1
665753,G13,LMPP,G1
139446,NTC,CLP,G1
517657,AZD,CLP,G1
87123,G13,CMP,G1
383256,AZD,LMPP,S
523999,AZD,CMP,G1
582386,NTC,HSC/MPP,G1
645242,AZD,LMPP,G2M
665898,AZD,LMPP,S
219758,AZD,LMPP,S
788059,G13,LMPP,G1
260424,NTC,LMPP,S
291865,NTC,MEP1,S
449760,NTC,LMPP,S
23476,AZD,LMPP,S
265170,G13,LMPP,S
514821,AZD,LMPP,S
156789,AZD,GMP1,G1
280934,AZD,LMPP,S
783710,G13,CLP,G1
224543,AZD,MEP1,G2M
594588,AZD,MEP1,S
407553,AZD,LMPP,S
486392,AZD,LMPP,S
680824,G13,LMPP,S
308460,NTC,LMPP,S
501142,AZD,HSC/MPP,G1
119605,G13,LMPP,S
433273,AZD,LMPP,S
537512,AZD,LMPP,G1
600999,AZD,LMPP,G1
700891,AZD,LMPP,G1
761132,AZD,LMPP,G1
62144,NTC,LMPP,G1
206603,NTC,LMPP,S
447905,G13,HSC/MPP,G1
636485,NTC,LMPP,S
24666,AZD,HSC/MPP,G1
38645,G13,LMPP,S
71247,AZD,MEP1,S
550522,G13,CMP,G1
311297,AZD,LMPP,S
580415,G13,CLP,G1
846820,G13,HSC/MPP,G1
175133,AZD,LMPP,G1
511963,AZD,HSC/MPP,G1
571505,NTC,LMPP,G1
270489,NTC,CMP,G1
79722,NTC,HSC/MPP,G1
681374,NTC,LMPP,S
867960,AZD,LMPP,S
579184,AZD,LMPP,S
632099,G13,LMPP,S
220739,G13,CMP,G1
392511,AZD,CLP,G1
498924,AZD,LMPP,S
563418,AZD,CMP,G1
811625,AZD,LMPP,G2M
527794,G13,MEP1,G1
619849,G13,CMP,S
683237,G13,LMPP,S
91420,AZD,GMP1,G1
831179,AZD,CMP,G2M
10833,NTC,LMPP,G1
534785,G13,CMP,G2M
786040,AZD,LMPP,S
3350,NTC,LMPP,G1
263629,AZD,LMPP,G1
434208,AZD,MEP1,S
23584,G13,LMPP,G2M
303294,AZD,LMPP,S
397021,NTC,LMPP,S
344158,G13,LMPP,G2M
506465,AZD,CMP,G1
534519,AZD,CMP,G1
211131,AZD,LMPP,G1
374537,AZD,LMPP,S
289561,AZD,LMPP,S
35368,G13,LMPP,S
621447,AZD,CMP,G1
816535,NTC,LMPP,G1
454103,NTC,CMP,G1
489102,AZD,LMPP,G2M
575772,NTC,CMP,G1
393799,AZD,LMPP,S
27916,AZD,LMPP,G2M
858742,NTC,LMPP,S
319150,AZD,LMPP,S
553031,AZD,CMP,G1
761850,G13,LMPP,S
542757,G13,LMPP,S
129274,AZD,LMPP,G1
308720,G13,MEP1,S
495022,G13,LMPP,S
537544,NTC,CLP,G1
781866,AZD,CMP,G1
547224,AZD,MEP1,G2M
429739,AZD,LMPP,G1
586457,AZD,CMP,G1
22360,AZD,CMP,G1
777319,NTC,LMPP,G2M
870263,NTC,LMPP,G1
47777,G13,LMPP,G1
126397,AZD,LMPP,S
157838,AZD,LMPP,G2M
257521,NTC,LMPP,S
375067,G13,LMPP,S
470564,G13,CMP,G1
697585,NTC,LMPP,G1
334415,NTC,LMPP,S
744918,AZD,LMPP,S
484486,AZD,HSC/MPP,G1
560404,NTC,HSC/MPP,G1
59216,AZD,LMPP,S
815571,AZD,LMPP,G1
248098,G13,LMPP,S
651452,G13,CMP,G1
203630,AZD,CMP,G1
514854,G13,MEP1,G1
587081,AZD,LMPP,G1
259879,NTC,LMPP,G2M
17918,NTC,LMPP,S
13074,AZD,LMPP,S
529600,NTC,LMPP,S
534202,AZD,CMP,G1
573533,NTC,LMPP,G2M
112905,NTC,LMPP,S
232766,AZD,HSC/MPP,G1
302634,NTC,LMPP,S
402194,NTC,LMPP,S
11283,NTC,CMP,G1
390938,AZD,LMPP,G1
487650,NTC,LMPP,G1
43501,G13,LMPP,G1
340112,G13,LMPP,S
67197,NTC,LMPP,S
676686,NTC,LMPP,G1
24157,AZD,LMPP,S
305646,AZD,CMP,S
750606,AZD,HSC/MPP,G1
822803,G13,LMPP,G2M
838037,NTC,LMPP,G2M
840183,NTC,LMPP,G1
119497,G13,LMPP,G1
526253,G13,CMP,G1
634339,AZD,MEP1,S
668938,AZD,LMPP,S
206399,NTC,CMP,G1
146374,AZD,CMP,G1
307400,AZD,LMPP,S
211934,AZD,CMP,G1
273444,AZD,CMP,G1
20782,G13,CMP,G1
359699,NTC,LMPP,S
374808,AZD,LMPP,S
341894,AZD,LMPP,S
448609,NTC,CLP,G1
644677,AZD,LMPP,G2M
867865,NTC,LMPP,G1
21921,AZD,LMPP,G2M
674126,NTC,LMPP,S
747818,NTC,LMPP,S
197958,AZD,LMPP,G1
625023,AZD,CMP,G1
764394,AZD,HSC/MPP,G1
250616,AZD,LMPP,S
37742,G13,LMPP,S
584967,NTC,CLP,G1
139600,G13,CLP,G1
321368,NTC,LMPP,S
49147,G13,LMPP,S
438714,AZD,LMPP,S
174099,G13,MEP1,S
3581,NTC,MEP1,S
90663,NTC,CMP,G1
368700,NTC,LMPP,G1
627051,AZD,CLP,G1
633976,NTC,CMP,G1
699289,NTC,LMPP,G1
844501,NTC,CMP,G1
500843,AZD,CMP,G1
785009,G13,LMPP,G1
437988,NTC,LMPP,S
701260,G13,LMPP,G1
656926,AZD,HSC/MPP,G1
691096,G13,LMPP,G2M
94875,AZD,CMP,S
324142,AZD,LMPP,G1
507639,G13,LMPP,G2M
213296,NTC,LMPP,G1
834010,AZD,LMPP,S
625196,NTC,CLP,G1
42098,AZD,CMP,G1
645463,NTC,LMPP,G1
791219,NTC,MEP1,S
810692,G13,HSC/MPP,G1
124959,NTC,LMPP,S
471957,G13,CMP,G1
78013,NTC,LMPP,S
247166,G13,LMPP,S
251982,AZD,HSC/MPP,G1
297602,NTC,MEP1,S
787413,NTC,LMPP,G1
495306,G13,LMPP,G2M
132652,NTC,LMPP,S
846234,NTC,MEP1,S
13398,G13,LMPP,G1
277739,NTC,LMPP,G1
602312,AZD,LMPP,G1
614669,G13,CMP,G1
717725,G13,LMPP,G1
112409,NTC,LMPP,S
724027,NTC,LMPP,S
588749,G13,LMPP,S
170896,G13,LMPP,S
538844,G13,HSC/MPP,G1
116914,G13,LMPP,S
171257,NTC,LMPP,S
185005,AZD,CMP,G1
258802,NTC,LMPP,S
511950,AZD,CLP,G1
474247,AZD,CMP,G1
285131,NTC,CLP,G1
446569,G13,LMPP,S
379767,AZD,HSC/MPP,G1
481738,AZD,LMPP,G1
2154,AZD,CLP,G1
371494,AZD,LMPP,S
678804,NTC,LMPP,G2M
49338,NTC,LMPP,S
360105,G13,LMPP,S
34409,AZD,LMPP,S
90897,AZD,LMPP,G2M
235407,NTC,LMPP,G2M
381649,G13,LMPP,S
824866,AZD,LMPP,G1
53231,AZD,MEP1,S
21781,G13,LMPP,S
628789,AZD,LMPP,S
764877,G13,MEP1,G2M
45854,AZD,HSC/MPP,G1
375309,AZD,CLP,G1
398060,NTC,LMPP,S
538330,AZD,GMP1,G1
572185,G13,CMP,G1
694430,NTC,LMPP,S
700460,AZD,CLP,G1
701293,AZD,CLP,G1
435093,G13,HSC/MPP,G1
596917,G13,CLP,G1
597548,AZD,CMP,G1
169469,AZD,LMPP,S
476759,G13,CMP,G1
481107,G13,HSC/MPP,G1
410786,G13,LMPP,S
514232,NTC,HSC/MPP,G1
382205,NTC,CMP,G1
697165,NTC,LMPP,S
177274,G13,LMPP,S
187049,G13,LMPP,G1
636762,G13,LMPP,S
678506,NTC,LMPP,G2M
317417,NTC,LMPP,G1
81481,AZD,CMP,G1
426641,G13,CLP,G1
165552,NTC,CMP,G1
363266,AZD,LMPP,G1
302059,AZD,CMP,G1
448772,AZD,CLP,G1
761386,AZD,MEP1,S
649357,G13,LMPP,G1
245197,NTC,LMPP,G2M
312233,NTC,LMPP,S
413857,AZD,LMPP,S
226710,G13,LMPP,S
742741,NTC,MEP1,S
158255,G13,LMPP,S
223823,AZD,CMP,G1
645277,AZD,CMP,G1
408366,NTC,HSC/MPP,G1
404106,G13,LMPP,S
697896,NTC,LMPP,S
648110,AZD,CLP,G1
756544,NTC,LMPP,S
790491,NTC,HSC/MPP,G1
161737,G13,LMPP,G1
137743,G13,LMPP,G2M
656833,AZD,LMPP,S
278,AZD,LMPP,S
31034,NTC,HSC/MPP,G1
227169,G13,CMP,G1
260604,G13,CLP,G1
293100,NTC,LMPP,S
527833,G13,CMP,G1
215715,AZD,CMP,G2M
846647,NTC,LMPP,G1
447066,NTC,LMPP,G1
849948,NTC,LMPP,S
61866,AZD,LMPP,G1
273228,NTC,HSC/MPP,G1
247391,AZD,LMPP,S
754647,NTC,MEP1,S
206621,G13,CMP,G1
281904,G13,CMP,G1
318907,AZD,CLP,G1
763771,NTC,CMP,G1
638955,AZD,LMPP,S
709409,NTC,LMPP,G2M
577703,AZD,CLP,G1
353358,AZD,CMP,G1
679071,AZD,LMPP,G1
423170,NTC,LMPP,S
792227,NTC,LMPP,G1
235010,AZD,CLP,G1
265263,G13,LMPP,S
401569,G13,CMP,G1
488288,G13,CMP,G1
584847,AZD,HSC/MPP,G1
116675,G13,LMPP,S
121904,G13,CMP,G1
271978,G13,LMPP,G1
553135,NTC,LMPP,G2M
580102,G13,LMPP,G1
579035,NTC,LMPP,G1
741053,AZD,LMPP,G1
795119,NTC,LMPP,G1
375816,G13,LMPP,S
406870,G13,LMPP,S
676389,NTC,LMPP,S
740672,NTC,HSC/MPP,G1
825428,G13,LMPP,G2M
77066,AZD,CMP,G1
588984,G13,HSC/MPP,G1
129395,G13,LMPP,S
563337,AZD,CMP,G1
518244,AZD,CMP,G1
756916,AZD,LMPP,S
211910,G13,LMPP,G1
299082,NTC,LMPP,S
667938,G13,MEP1,S
741840,NTC,LMPP,G1
252017,G13,LMPP,G1
584642,NTC,LMPP,G1
389599,AZD,LMPP,G1
680582,G13,CMP,G1
3053,G13,LMPP,S
723197,NTC,LMPP,S
350752,AZD,HSC/MPP,G1
457341,NTC,LMPP,G2M
270952,AZD,LMPP,G1
95941,AZD,LMPP,S
255587,AZD,CMP,G1
458510,G13,CMP,G1
832960,G13,LMPP,G1
110604,NTC,LMPP,S
168893,AZD,CMP,G1
473380,NTC,LMPP,G2M
850050,NTC,LMPP,G2M
117286,G13,LMPP,S
294126,NTC,LMPP,S
757584,AZD,LMPP,G1
723640,G13,LMPP,G2M
657056,G13,HSC/MPP,G1
774336,AZD,LMPP,G1
287210,AZD,MEP1,S
386825,NTC,CMP,G1
851160,NTC,LMPP,S
430191,NTC,LMPP,G2M
503217,G13,CMP,G2M
884278,AZD,LMPP,G1
237250,G13,LMPP,S
732581,NTC,LMPP,G1
667432,G13,LMPP,S
767974,G13,LMPP,S
867368,NTC,LMPP,S
293500,G13,LMPP,S
477463,AZD,CMP,G2M
824946,NTC,CLP,G1
198812,NTC,LMPP,G1
234845,G13,LMPP,G1
485224,NTC,HSC/MPP,G1
668044,G13,LMPP,G2M
122115,NTC,LMPP,G1
181265,G13,LMPP,G2M
556574,NTC,CMP,G1
771984,NTC,LMPP,S
872425,NTC,LMPP,G1
66594,G13,LMPP,S
428395,NTC,LMPP,G1
671534,G13,LMPP,S
324651,AZD,LMPP,G2M
75148,NTC,LMPP,S
307360,AZD,LMPP,S
486105,AZD,LMPP,S
675809,NTC,LMPP,S
717201,NTC,LMPP,S
246181,G13,LMPP,S
425589,AZD,GMP1,G1
377982,G13,LMPP,G2M
789280,AZD,LMPP,S
217875,G13,LMPP,S
109608,NTC,CMP,S
247809,G13,LMPP,G2M
188881,NTC,LMPP,G1
590450,AZD,LMPP,G1
414542,AZD,LMPP,S
879156,AZD,LMPP,G1
528878,G13,LMPP,S
665539,NTC,LMPP,S
81865,NTC,LMPP,G1
547233,AZD,HSC/MPP,G1
843103,AZD,LMPP,G1
531808,AZD,LMPP,S
711955,G13,LMPP,S
374873,AZD,LMPP,G1
723537,G13,LMPP,S
708845,AZD,LMPP,G1
252154,AZD,LMPP,S
347942,AZD,LMPP,S
866627,AZD,LMPP,S
115658,AZD,LMPP,S
858100,NTC,CMP,G1
409809,AZD,LMPP,S
695549,AZD,CLP,G1
101070,AZD,LMPP,S
643605,G13,LMPP,S
689369,NTC,LMPP,G2M
412467,AZD,LMPP,G2M
644935,AZD,LMPP,G2M
261303,G13,CMP,G1
444133,AZD,LMPP,G1
70829,G13,LMPP,G1
245142,NTC,LMPP,S
559320,G13,LMPP,G1
682116,G13,LMPP,G1
686407,NTC,LMPP,G2M
851059,AZD,LMPP,S
421441,NTC,LMPP,G1
497308,AZD,GMP1,G1
512865,NTC,LMPP,S
681728,G13,LMPP,S
692116,G13,CMP,G1
845579,G13,LMPP,G1
401651,NTC,LMPP,S
538611,AZD,GMP1,G1
699089,G13,LMPP,G1
137958,G13,CMP,G1
150286,NTC,LMPP,S
184197,NTC,LMPP,S
553319,G13,CMP,S
616913,G13,LMPP,G1
145186,AZD,CLP,G1
523993,AZD,LMPP,G1
434940,G13,LMPP,S
783612,AZD,LMPP,G2M
416484,AZD,LMPP,S
674630,NTC,LMPP,S
44359,G13,CMP,G2M
215016,AZD,LMPP,G1
136985,AZD,LMPP,S
196696,G13,LMPP,S
823970,G13,LMPP,G1
166275,G13,GMP1,G1
333726,NTC,LMPP,S
625667,AZD,CMP,G1
92331,G13,HSC/MPP,G1
727996,G13,LMPP,S
131240,NTC,LMPP,S
444309,NTC,LMPP,S
663533,AZD,HSC/MPP,G1
683001,AZD,LMPP,S
685754,G13,LMPP,S
420471,G13,LMPP,S
859716,G13,LMPP,G2M
64007,NTC,LMPP,G1
402190,G13,LMPP,G1
289589,AZD,LMPP,G1
118361,AZD,LMPP,G2M
664718,G13,LMPP,G1
672478,AZD,LMPP,S
805070,NTC,LMPP,S
879487,AZD,CMP,S
788985,NTC,LMPP,G1
49073,G13,CMP,G2M
315802,NTC,LMPP,G1
802395,G13,LMPP,G1
521497,AZD,HSC/MPP,G1
719107,NTC,LMPP,S
828084,AZD,LMPP,G1
809117,AZD,LMPP,G2M
839615,G13,LMPP,G1
283688,NTC,LMPP,S
604223,AZD,LMPP,G1
59373,NTC,LMPP,S
286713,NTC,LMPP,S
705865,G13,LMPP,G1
708090,NTC,LMPP,S
826265,G13,LMPP,S
29191,G13,MEP1,S
712,NTC,LMPP,S
466776,NTC,CLP,G1
623816,G13,CMP,G1
829249,NTC,LMPP,S
140731,AZD,CLP,G1
437761,G13,LMPP,G1
533011,AZD,LMPP,S
597939,NTC,LMPP,S
280768,G13,LMPP,G2M
318431,AZD,CMP,S
884433,AZD,LMPP,G1
736080,AZD,LMPP,S
304825,G13,LMPP,S
153276,AZD,CMP,G1
818427,NTC,LMPP,S
794353,G13,LMPP,S
120085,AZD,LMPP,S
882416,G13,HSC/MPP,G1
220870,AZD,LMPP,G2M
533171,AZD,LMPP,G1
860446,NTC,CLP,G1
351565,G13,CMP,G1
662827,G13,LMPP,G1
746241,G13,MEP1,S
322616,G13,LMPP,S
507644,G13,LMPP,S
805448,AZD,LMPP,S
255313,AZD,LMPP,S
263839,AZD,LMPP,G1
575944,G13,LMPP,S
62883,AZD,LMPP,S
257853,AZD,LMPP,S
597438,AZD,HSC/MPP,G1
711745,AZD,LMPP,G1
223942,AZD,LMPP,S
320528,NTC,MEP1,S
29347,AZD,CMP,G1
841556,G13,LMPP,G1
559714,NTC,LMPP,G1
857367,G13,LMPP,G1
872632,NTC,LMPP,G1
57838,NTC,LMPP,G2M
359788,NTC,LMPP,S
573527,G13,HSC/MPP,G1
62572,AZD,CLP,G1
343434,AZD,LMPP,S
814831,NTC,LMPP,G1
542009,NTC,CMP,G1
337126,G13,LMPP,G1
705854,AZD,CMP,G1
856713,NTC,LMPP,S
864919,G13,LMPP,S
43208,G13,CMP,G1
392090,G13,LMPP,S
810576,G13,LMPP,S
845268,NTC,LMPP,S
148339,AZD,LMPP,S
296336,AZD,LMPP,G2M
355958,NTC,HSC/MPP,G1
549737,NTC,HSC/MPP,G1
550224,NTC,HSC/MPP,G1
861217,AZD,LMPP,G1
123361,G13,LMPP,G1
690884,AZD,LMPP,S
49791,G13,LMPP,S
685618,G13,LMPP,G1
57904,NTC,CMP,G1
219386,AZD,LMPP,S
321442,AZD,LMPP,S
690828,G13,CMP,S
756165,NTC,LMPP,S
203267,NTC,GMP1,G1
821671,NTC,LMPP,S
787579,NTC,MEP1,S
554044,AZD,CMP,G1
38352,NTC,LMPP,S
72354,AZD,CMP,G1
363892,NTC,HSC/MPP,S
844931,G13,MEP1,G1
232025,NTC,LMPP,S
330317,G13,LMPP,G1
89520,G13,CLP,G2M
341440,G13,LMPP,S
780696,NTC,CMP,G1
526382,G13,LMPP,G2M
547676,NTC,GMP1,G1
385100,G13,LMPP,S
522530,AZD,LMPP,S
470998,NTC,LMPP,S
591892,AZD,CLP,G1
127799,G13,LMPP,S
713208,AZD,LMPP,S
739623,AZD,LMPP,G1
185442,AZD,LMPP,S
524071,G13,LMPP,G1
400574,AZD,LMPP,S
431086,NTC,LMPP,S
717758,AZD,LMPP,S
58113,AZD,LMPP,G1
264303,AZD,CMP,G1
236958,AZD,LMPP,S
701674,AZD,LMPP,S
186051,G13,LMPP,G1
191906,AZD,LMPP,G2M
229605,G13,LMPP,G2M
234332,AZD,HSC/MPP,G1
441785,NTC,LMPP,G2M
160072,AZD,CLP,G1
260867,NTC,LMPP,G1
625748,NTC,CMP,G1
438421,G13,LMPP,S
305380,G13,GMP1,G1
467442,NTC,MEP1,G2M
679860,AZD,HSC/MPP,G1
267452,G13,LMPP,S
469956,G13,HSC/MPP,G1
209006,NTC,CMP,G1
496152,NTC,LMPP,G2M
596180,AZD,CMP,G1
35448,AZD,LMPP,S
231188,NTC,LMPP,S
235024,G13,LMPP,G1
597389,AZD,LMPP,G1
786418,AZD,LMPP,S
159601,G13,CMP,G1
161502,G13,LMPP,G1
197442,NTC,LMPP,G1
399386,NTC,CLP,G1
688686,AZD,LMPP,S
849145,NTC,LMPP,G2M
54586,NTC,LMPP,G2M
85607,NTC,LMPP,G1
416183,AZD,CLP,G1
418200,AZD,LMPP,G1
754671,NTC,LMPP,S
795780,AZD,HSC/MPP,G1
807734,NTC,LMPP,G2M
361726,AZD,LMPP,G1
768880,NTC,LMPP,G1
44159,G13,LMPP,G1
185871,AZD,LMPP,G1
776694,AZD,LMPP,S
293281,G13,LMPP,G1
364324,AZD,LMPP,G1
240501,NTC,LMPP,S
182352,G13,LMPP,G2M
817503,AZD,LMPP,S
113090,AZD,LMPP,G1
188162,NTC,LMPP,S
350163,AZD,LMPP,S
212681,NTC,LMPP,S
799435,AZD,MEP1,S
68438,G13,CMP,G1
417572,NTC,CMP,G1
792086,NTC,LMPP,S
160768,G13,LMPP,S
160275,AZD,LMPP,G1
730768,NTC,LMPP,S
755389,NTC,LMPP,G2M
451526,AZD,HSC/MPP,G1
702073,AZD,CLP,G1
712794,AZD,CLP,G1
246502,AZD,GMP1,G1
327129,NTC,LMPP,G1
514538,AZD,LMPP,G1
725003,NTC,LMPP,G2M
752685,G13,MEP1,S
186805,AZD,HSC/MPP,G1
436024,AZD,MEP1,S
866838,NTC,LMPP,G2M
490619,AZD,CMP,G1
713755,NTC,CLP,G1
26654,G13,LMPP,S
690421,G13,LMPP,S
731232,NTC,HSC/MPP,G1
419678,G13,LMPP,G1
821464,NTC,LMPP,S
838090,AZD,LMPP,G2M
593042,AZD,CMP,G1
360811,NTC,LMPP,G1
822228,NTC,HSC/MPP,G1
871224,NTC,CLP,G1
139717,AZD,CLP,G1
211279,AZD,CLP,G1
778334,AZD,MEP1,S
822689,AZD,LMPP,S
119545,AZD,LMPP,S
846106,NTC,LMPP,S
518621,AZD,HSC/MPP,G1
174922,NTC,CMP,G1
591375,AZD,GMP1,G1
739660,NTC,CMP,G1
87981,G13,LMPP,G2M
125526,NTC,LMPP,S
12759,AZD,LMPP,G1
172944,G13,HSC/MPP,G1
339441,AZD,LMPP,S
670216,AZD,LMPP,S
725190,G13,LMPP,G2M
621699,AZD,CLP,G1
20608,G13,LMPP,G1
499345,NTC,LMPP,S
542891,AZD,CMP,G1
417815,G13,CMP,G1
491438,G13,LMPP,G1
628813,G13,CMP,G1
591564,NTC,LMPP,G1
655983,NTC,LMPP,S
819914,G13,LMPP,S
792687,G13,LMPP,G2M
190111,AZD,LMPP,S
801000,G13,CMP,G1
120772,NTC,LMPP,G1
209346,AZD,CMP,G1
250628,G13,LMPP,G2M
412311,NTC,LMPP,G2M
752422,NTC,LMPP,G2M
603231,AZD,CMP,G1
791992,NTC,LMPP,S
72291,G13,LMPP,G1
266261,AZD,CMP,G1
370724,G13,LMPP,S
747531,AZD,LMPP,G2M
222777,NTC,LMPP,G1
333393,NTC,LMPP,S
366710,G13,LMPP,G1
461963,AZD,CMP,G1
279412,AZD,LMPP,S
594208,G13,HSC/MPP,G1
784285,G13,LMPP,G1
108712,G13,LMPP,S
695779,AZD,LMPP,S
716363,G13,MEP1,S
162348,G13,HSC/MPP,G1
299421,AZD,LMPP,G2M
680399,NTC,LMPP,G1
8209,G13,LMPP,S
533426,AZD,CMP,G1
351986,NTC,CLP,G1
481288,AZD,CLP,G1
512589,AZD,CLP,G1
830223,AZD,CMP,G1
8693,NTC,LMPP,S
410696,AZD,LMPP,G1
798624,NTC,CLP,G1
202581,NTC,LMPP,G1
414941,AZD,LMPP,G2M
447550,AZD,LMPP,G1
763316,G13,LMPP,G2M
257495,NTC,LMPP,G2M
377649,G13,MEP1,S
661445,NTC,CLP,G1
315827,AZD,LMPP,S
349857,AZD,CMP,G1
669962,NTC,LMPP,S
698841,G13,LMPP,S
866917,NTC,LMPP,G2M
304006,NTC,LMPP,S
378871,G13,CMP,G1
673628,NTC,LMPP,S
822553,AZD,LMPP,S
863706,NTC,LMPP,S
579578,G13,CMP,G1
319209,G13,LMPP,G1
337548,AZD,LMPP,G2M
521172,AZD,LMPP,G1
292663,NTC,LMPP,S
462053,G13,LMPP,S
561566,AZD,LMPP,G1
384103,G13,LMPP,S
466901,AZD,CMP,G1
629015,AZD,LMPP,S
688120,G13,LMPP,S
369021,NTC,CLP,G1
449468,AZD,CMP,G1
481159,AZD,LMPP,S
601009,G13,HSC/MPP,G1
206943,G13,HSC/MPP,G1
243991,G13,LMPP,S
779956,AZD,LMPP,G1
105097,G13,HSC/MPP,G1
369765,G13,LMPP,G1
477871,NTC,CMP,G1
20399,G13,CMP,G1
217735,NTC,LMPP,G1
325548,AZD,LMPP,S
396392,NTC,LMPP,S
364707,G13,LMPP,G1
419106,G13,LMPP,G1
861898,NTC,LMPP,G1
629177,AZD,CMP,G1
19237,G13,LMPP,S
522274,AZD,LMPP,G1
791569,G13,LMPP,G1
821532,AZD,LMPP,S
101636,NTC,LMPP,G2M
112534,NTC,LMPP,G1
141693,NTC,HSC/MPP,G1
521218,AZD,MEP1,G1
785566,NTC,LMPP,G1
450437,NTC,CLP,G1
592084,NTC,LMPP,S
710343,AZD,LMPP,S
466363,AZD,HSC/MPP,G1
508241,G13,LMPP,S
171872,NTC,LMPP,S
195694,G13,LMPP,S
604522,NTC,LMPP,G1
730011,G13,MEP1,S
21362,G13,MEP1,G1
679682,AZD,LMPP,G1
